cell,care,pn,bp,poc,draw,hiv_new_inf,hiv_new_inf_f,hiv_new_inf_m,hiv_prev_end,hiv_new_treated,hiv_new_treated_f,hiv_new_treated_m,hiv_new_treated_success,hiv_new_treated_success_f,hiv_new_treated_success_m,hiv_new_treated_unnecessary,hiv_new_treated_unnecessary_f,hiv_new_treated_unnecessary_m,hiv_prop_treated,ng_new_inf,ng_new_inf_f,ng_new_inf_m,ng_prev_end,ng_new_treated,ng_new_treated_f,ng_new_treated_m,ng_new_treated_success,ng_new_treated_success_f,ng_new_treated_success_m,ng_new_treated_unnecessary,ng_new_treated_unnecessary_f,ng_new_treated_unnecessary_m,ng_prop_treated,ct_new_inf,ct_new_inf_f,ct_new_inf_m,ct_prev_end,ct_new_treated,ct_new_treated_f,ct_new_treated_m,ct_new_treated_success,ct_new_treated_success_f,ct_new_treated_success_m,ct_new_treated_unnecessary,ct_new_treated_unnecessary_f,ct_new_treated_unnecessary_m,ct_prop_treated,tv_new_inf,tv_new_inf_f,tv_new_inf_m,tv_prev_end,tv_new_treated,tv_new_treated_f,tv_new_treated_m,tv_new_treated_success,tv_new_treated_success_f,tv_new_treated_success_m,tv_new_treated_unnecessary,tv_new_treated_unnecessary_f,tv_new_treated_unnecessary_m,tv_prop_treated,syph_new_inf,syph_new_inf_f,syph_new_inf_m,syph_prev_end,syph_new_treated,syph_new_treated_f,syph_new_treated_m,syph_new_treated_success,syph_new_treated_success_f,syph_new_treated_success_m,syph_new_treated_unnecessary,syph_new_treated_unnecessary_f,syph_new_treated_unnecessary_m,syph_sti_prev_end,pn_new_notified,pn_new_attending,pn_new_notified_current,pn_new_notified_previous,pn_new_index_total,pn_new_index_no_sti,pn_new_notified_no_sti,pn_new_attended_no_sti,pn_new_index_total_f,pn_new_index_total_m,pn_new_index_no_sti_f,pn_new_index_no_sti_m,pn_new_notified_f,pn_new_notified_m,pn_new_notified_no_sti_f,pn_new_notified_no_sti_m,pn_new_attending_f,pn_new_attending_m,pn_new_attended_no_sti_f,pn_new_attended_no_sti_m,ng_treated_within_3mo,ng_treated_within_6mo,ct_treated_within_3mo,ct_treated_within_6mo,tv_treated_within_3mo,tv_treated_within_6mo,syph_treated_within_3mo,syph_treated_within_6mo,syph_prop_treated
POC_c-moderate_p-high_b-none,moderate,high,none,True,343,279618.0,191748.0,87870.0,0.062163004403991806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16107354.0,6692040.0,9421056.0,0.015907857170688204,6845160.0,3012636.0,3834786.0,4929246.0,1748004.0,3181242.0,1719120.0,1191900.0,527220.0,0.3060769254338952,19092324.0,9137262.0,9962892.0,0.0708822434389162,14176128.0,6811056.0,7369944.0,11616762.0,5248188.0,6368574.0,1271592.0,975618.0,295974.0,0.6084851813263277,2210670.0,712008.0,1500576.0,0.0005220413434062,2552928.0,1639254.0,915588.0,645018.0,380886.0,264132.0,1833960.0,1213824.0,620136.0,0.2911829942316312,1174674.0,617874.0,556800.0,0.0269366427171782,2173434.0,1205820.0,968484.0,1057746.0,572634.0,485112.0,1076364.0,610566.0,465798.0,0.0076420640104506,13559646.0,11367246.0,13559646.0,0.0,17651430.0,2030754.0,5082018.0,4176000.0,8370444.0,9280986.0,1737738.0,293016.0,8408724.0,5150922.0,2602518.0,2479500.0,7261890.0,4105356.0,2214324.0,1961676.0,4469886.0,4822584.0,8307456.0,9617850.0,421776.0,465102.0,489462.0,620484.0,0.9004591912309281
POC_c-moderate_p-low_b-high,moderate,low,high,True,75,976140.0,648672.0,327468.0,0.11300217223966821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335928.0,1439850.0,1897296.0,0.003069150487462,1574178.0,848946.0,725580.0,749766.0,170694.0,579072.0,793440.0,671292.0,122148.0,0.22868606090402951,5655348.0,2664810.0,2992626.0,0.024717684031534605,3301128.0,1565304.0,1737390.0,2346042.0,836592.0,1509450.0,695304.0,637188.0,58116.0,0.4156920281395548,3370380.0,1025208.0,2347260.0,0.0068062148854672,1409748.0,984492.0,426648.0,522000.0,263436.0,258564.0,836070.0,691998.0,144072.0,0.1553667077970798,121104.0,65076.0,56028.0,0.0054512140417478,691128.0,370446.0,321030.0,133110.0,79344.0,53766.0,546186.0,285360.0,260826.0,0.0006497995299322001,1491528.0,995454.0,1491528.0,0.0,4473888.0,1282554.0,755682.0,475542.0,2258868.0,2215020.0,1223394.0,59160.0,924810.0,566718.0,363660.0,392022.0,684168.0,311286.0,258564.0,216978.0,692694.0,736716.0,1890684.0,2090088.0,404028.0,432216.0,63336.0,84216.0,1.8479661971830985
POC_c-moderate_p-low_b-high,moderate,low,high,True,78,553146.0,381930.0,171216.0,0.0817049972200696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7477128.0,3435630.0,4044456.0,0.006642747574113801,4637622.0,2528916.0,2110446.0,2077038.0,708876.0,1368162.0,2474106.0,1792374.0,681732.0,0.2788969310591966,23723682.0,11910474.0,11824170.0,0.09556340643114321,16546182.0,8181132.0,8373576.0,13195464.0,6008916.0,7186548.0,1895034.0,1508754.0,386280.0,0.5562680871337644,75121020.0,25094628.0,50069370.0,0.15240011309824822,19119990.0,10645668.0,8484066.0,14731188.0,7860450.0,6870738.0,2754420.0,1904778.0,849642.0,0.196061022307423,26448.0,13746.0,12702.0,0.0042174320524834006,825804.0,460230.0,366096.0,69426.0,44718.0,24708.0,752202.0,412902.0,339300.0,0.0,8180436.0,5185026.0,8180436.0,0.0,19188198.0,3445200.0,1952628.0,1148922.0,9820734.0,9367464.0,2855514.0,589686.0,4856166.0,3324270.0,718968.0,1233660.0,3411618.0,1773408.0,495900.0,653022.0,1814472.0,2021880.0,9305520.0,10904058.0,11900034.0,12744978.0,7482.0,13050.0,2.625
POC_c-moderate_p-low_b-high,moderate,low,high,True,236,278226.0,192966.0,85260.0,0.061222480667050605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253692.0,109968.0,143724.0,0.0,1871196.0,1300302.0,571242.0,71514.0,20358.0,51156.0,1796898.0,1279248.0,517650.0,0.278346459974117,31012716.0,14984706.0,16041408.0,0.1366172292144058,16212102.0,7165842.0,9052524.0,13603668.0,5536680.0,8066988.0,1112556.0,1006590.0,105966.0,0.4385763360589082,12712788.0,4359570.0,8359830.0,0.0191992144571528,4872000.0,2966004.0,1908258.0,2720490.0,1519716.0,1200774.0,1860234.0,1289166.0,571068.0,0.21401953050109962,76908.0,46980.0,29928.0,0.006365144721889801,877308.0,500424.0,377580.0,106140.0,67686.0,38454.0,762816.0,427692.0,335124.0,0.0,6100788.0,4129020.0,6100788.0,0.0,17221302.0,2088174.0,1802466.0,1137264.0,8080386.0,9140916.0,1915218.0,172956.0,3898470.0,2202318.0,826326.0,976140.0,2891706.0,1237314.0,597864.0,539400.0,62292.0,68730.0,10782780.0,11937792.0,1948800.0,2133936.0,34278.0,47502.0,1.328054298642533
POC_c-moderate_p-low_b-high,moderate,low,high,True,263,17226.0,14442.0,2784.0,0.014405925942017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12624396.0,5070882.0,7557342.0,0.0115851416807532,5801856.0,2699610.0,3103812.0,3502446.0,1026252.0,2476194.0,2139852.0,1622550.0,517302.0,0.27742721182769864,16856946.0,8176434.0,8688690.0,0.06463959353034761,12037494.0,5804466.0,6239292.0,9256104.0,3942144.0,5313960.0,1766274.0,1423668.0,342606.0,0.5494237753707473,46962252.0,15436236.0,31553160.0,0.09269749917577841,12331728.0,6907452.0,5428974.0,8991972.0,4698000.0,4293972.0,2346738.0,1682406.0,664332.0,0.19145390067006002,365226.0,188964.0,176262.0,0.014050046339202801,1111164.0,600822.0,510690.0,320508.0,174870.0,145638.0,778650.0,418470.0,360180.0,0.003076923076923,6856470.0,4666506.0,6856470.0,0.0,15529500.0,3127476.0,2067990.0,1324836.0,7573350.0,7956150.0,2699610.0,427866.0,4154076.0,2702394.0,841464.0,1226526.0,3127650.0,1538856.0,635100.0,689736.0,3160014.0,3420318.0,6625224.0,7705068.0,7132782.0,7672182.0,125802.0,173652.0,0.877560743211052
POC_c-moderate_p-low_b-high,moderate,low,high,True,343,279618.0,191748.0,87870.0,0.062159388294626805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13194420.0,5340234.0,7856796.0,0.013358528377502602,4696608.0,1744872.0,2952780.0,3294864.0,801096.0,2493768.0,1274898.0,911760.0,363138.0,0.2501014107338072,18182826.0,8545836.0,9645342.0,0.0808466381910338,10191876.0,4099266.0,6096786.0,8317374.0,2983230.0,5334144.0,945342.0,774126.0,171216.0,0.4574812908994364,3391434.0,1023294.0,2371098.0,0.0033255636334460006,2166126.0,1351806.0,815016.0,728886.0,382974.0,345912.0,1356330.0,926028.0,430302.0,0.21414687009571023,610392.0,312330.0,298062.0,0.027759634225995998,1172238.0,654762.0,517998.0,477630.0,278574.0,199056.0,677034.0,365748.0,311286.0,0.0047942521227954,4177914.0,2846292.0,4177914.0,0.0,12608040.0,1552254.0,1407486.0,898884.0,5072448.0,7535592.0,1432890.0,119364.0,2814624.0,1363290.0,728364.0,679122.0,2099484.0,746808.0,531396.0,367488.0,2978880.0,3213780.0,6388758.0,7190550.0,508428.0,561498.0,189312.0,257694.0,0.7824971493728621
POC_c-moderate_p-low_b-low,moderate,low,low,True,75,976140.0,648672.0,327468.0,0.11300614007462581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4752462.0,2035974.0,2718228.0,0.0055347247142412005,1970724.0,965700.0,1005198.0,1093242.0,264828.0,828414.0,828414.0,689040.0,139374.0,0.22985267872104,6355002.0,2995584.0,3361680.0,0.0278000316760304,3748308.0,1740696.0,2009178.0,2721882.0,981882.0,1740000.0,722622.0,648846.0,73776.0,0.4290508686316394,3643734.0,1145964.0,2500380.0,0.007513899475040201,1527198.0,1048002.0,480240.0,586902.0,302760.0,284142.0,879918.0,710964.0,168954.0,0.16114978160586782,226374.0,122148.0,104226.0,0.0064475090761066,798834.0,430824.0,368358.0,224808.0,128238.0,96570.0,561324.0,296496.0,264828.0,0.0002903359601824,1752702.0,1176588.0,1752702.0,0.0,5169540.0,1312830.0,824586.0,514518.0,2500032.0,2669508.0,1243578.0,69252.0,1113426.0,639276.0,406812.0,417774.0,829284.0,347304.0,289884.0,224634.0,1007634.0,1073058.0,2159514.0,2404854.0,452400.0,485112.0,122322.0,156252.0,1.3308140516804592
POC_c-moderate_p-low_b-low,moderate,low,low,True,78,553146.0,381930.0,171216.0,0.0817027313423602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14478018.0,6694824.0,7788414.0,0.0146379190629742,6927636.0,3372990.0,3556734.0,4143114.0,1479174.0,2663940.0,2617830.0,1837092.0,780738.0,0.2862848008305342,27780666.0,13949406.0,13845528.0,0.10984783725065261,20055240.0,9861102.0,10203882.0,16287444.0,7502010.0,8785434.0,1954368.0,1509972.0,444396.0,0.5863663242571691,84081846.0,29085492.0,55044900.0,0.16325908413399343,22624350.0,12444828.0,10189614.0,17744868.0,9445590.0,8299278.0,2959392.0,1966722.0,992670.0,0.21106237370380604,36018.0,18792.0,17226.0,0.0042442093988484,902886.0,513648.0,389934.0,79344.0,50112.0,29232.0,819192.0,460578.0,358614.0,0.0,9615414.0,6136110.0,9615414.0,0.0,23548986.0,3432150.0,1839876.0,1064358.0,11711244.0,11837742.0,2809752.0,622398.0,5800116.0,3815298.0,666594.0,1173282.0,4095438.0,2040672.0,446832.0,617526.0,3681666.0,4044978.0,11461206.0,13504836.0,14850030.0,15752046.0,11658.0,17922.0,2.202898550724637
POC_c-moderate_p-low_b-low,moderate,low,low,True,236,278226.0,192966.0,85260.0,0.061224139651071006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410292.0,179046.0,231246.0,0.0002822496341208,2040672.0,1366596.0,674424.0,114144.0,33930.0,80214.0,1921656.0,1331448.0,590208.0,0.2877945485082343,34267560.0,16555578.0,17726250.0,0.14915879750429323,18307062.0,8205318.0,10109226.0,15470340.0,6470190.0,9000150.0,1133262.0,1009896.0,123366.0,0.45139270184067704,15127386.0,5375730.0,9759312.0,0.023549078869003804,5672400.0,3417012.0,2257998.0,3308784.0,1857624.0,1451160.0,2004306.0,1359984.0,644322.0,0.218558216061502,212280.0,126672.0,85608.0,0.009397987104384201,1000326.0,577332.0,423690.0,198882.0,126498.0,72384.0,789612.0,443526.0,346086.0,0.0014980793854032,6890226.0,4669986.0,6890226.0,0.0,19340448.0,2115840.0,1755486.0,1098288.0,9130824.0,10209624.0,1924440.0,191400.0,4382190.0,2508036.0,801270.0,954216.0,3255366.0,1414620.0,575244.0,523044.0,100920.0,110838.0,12200358.0,13555296.0,2444178.0,2661678.0,86826.0,114318.0,0.9155737704918031
POC_c-moderate_p-low_b-low,moderate,low,low,True,263,17226.0,14442.0,2784.0,0.0144064660027024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16259430.0,6618090.0,9646560.0,0.0156968241536302,7128954.0,3184722.0,3947016.0,4654326.0,1441938.0,3212388.0,2268264.0,1676664.0,591600.0,0.28621081161470163,19624416.0,9514146.0,10118970.0,0.07322970949293041,14324724.0,6857862.0,7472952.0,11272416.0,4890792.0,6381624.0,1822650.0,1431672.0,390978.0,0.5745358096470052,52780638.0,17882328.0,34927542.0,0.10163666937846061,14375880.0,7958238.0,6422862.0,10718400.0,5603322.0,5115078.0,2479674.0,1734084.0,745590.0,0.20300500487722523,512952.0,254736.0,258216.0,0.015965400061785602,1265850.0,681906.0,584292.0,440046.0,229158.0,210888.0,811536.0,445266.0,366270.0,0.004016064257028,7985208.0,5465688.0,7985208.0,0.0,18351780.0,3178284.0,2096874.0,1340322.0,8793090.0,9558690.0,2702568.0,475716.0,4866954.0,3118254.0,870696.0,1226178.0,3685668.0,1780020.0,651282.0,689040.0,4222110.0,4552188.0,8042106.0,9388518.0,8724708.0,9336666.0,179916.0,242034.0,0.8578697421981001
POC_c-moderate_p-low_b-low,moderate,low,low,True,343,279618.0,191748.0,87870.0,0.06216179879183681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16711482.0,6723534.0,9993168.0,0.017590998298353,5849706.0,2067468.0,3783456.0,4300062.0,1070100.0,3229962.0,1381212.0,955260.0,425952.0,0.2574099243249746,20491110.0,9535548.0,10964436.0,0.0881279486253072,11858970.0,4726536.0,7135392.0,9759312.0,3520194.0,6239118.0,1007808.0,804402.0,203406.0,0.4763098055555604,4137024.0,1332492.0,2808012.0,0.004209106462973401,2526306.0,1522500.0,1004328.0,934380.0,492246.0,442134.0,1492572.0,978576.0,513996.0,0.22531544108538243,689736.0,364008.0,325728.0,0.029013716525146803,1259238.0,715836.0,544098.0,539574.0,319638.0,219936.0,700872.0,384018.0,316854.0,0.0055127367733506,4955520.0,3383082.0,4955520.0,0.0,14714484.0,1595406.0,1485438.0,944472.0,5802552.0,8911932.0,1463862.0,131544.0,3374730.0,1580790.0,788568.0,696870.0,2517606.0,865476.0,569502.0,374970.0,3927354.0,4206798.0,7414314.0,8404548.0,673902.0,743502.0,232116.0,301890.0,0.782290615539858
POC_c-moderate_p-low_b-moderate,moderate,low,moderate,True,75,976140.0,648672.0,327468.0,0.11300295646849182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4106748.0,1764534.0,2343606.0,0.0041540133553458,1789068.0,912108.0,877482.0,938382.0,223590.0,714792.0,808230.0,679296.0,128934.0,0.23053941686573626,5942970.0,2801922.0,3142962.0,0.025636036392058602,3501054.0,1647432.0,1855188.0,2508732.0,906192.0,1602540.0,710790.0,641190.0,69600.0,0.42301110859486,3550992.0,1104030.0,2449572.0,0.0075251356979848015,1472910.0,1021728.0,452574.0,560628.0,289014.0,271614.0,855906.0,700872.0,155034.0,0.1583215394339088,50808.0,29754.0,21054.0,0.0042901560198812,643800.0,348174.0,295974.0,77256.0,51678.0,25578.0,555582.0,290754.0,264828.0,0.0,1615242.0,1084542.0,1615242.0,0.0,4814406.0,1299084.0,787002.0,494160.0,2375100.0,2439306.0,1231398.0,67686.0,1007460.0,607782.0,377928.0,409074.0,748548.0,335994.0,268308.0,225852.0,861300.0,920808.0,1998564.0,2222502.0,431172.0,461622.0,29232.0,38106.0,1.7468478260869564
POC_c-moderate_p-low_b-moderate,moderate,low,moderate,True,78,553146.0,381930.0,171216.0,0.08170386420423581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11223522.0,5202426.0,6025272.0,0.0120670205352196,5827956.0,2977488.0,2852208.0,3151140.0,1104726.0,2046414.0,2548752.0,1830654.0,718098.0,0.2814583838708548,25517622.0,12815448.0,12715398.0,0.10038782677672602,18082254.0,8904798.0,9185634.0,14571978.0,6670986.0,7900992.0,1905300.0,1499706.0,405594.0,0.5710705779858889,78732042.0,26686728.0,52091598.0,0.15580113478254623,20586984.0,11381514.0,9214692.0,16005912.0,8528262.0,7477650.0,2827848.0,1926528.0,901320.0,0.20328380559580622,79866.0,42630.0,37236.0,0.0051144731557102,907062.0,513648.0,393936.0,111534.0,70296.0,41238.0,789786.0,440220.0,349566.0,5.3554692729800005e-05,8841636.0,5615502.0,8841636.0,0.0,21229044.0,3419622.0,1901994.0,1115514.0,10687776.0,10541268.0,2829588.0,590034.0,5325966.0,3515670.0,684690.0,1217304.0,3738738.0,1876764.0,472758.0,642756.0,2774430.0,3070230.0,10219368.0,12039234.0,13114206.0,13990122.0,24534.0,37236.0,1.396514161220043
POC_c-moderate_p-low_b-moderate,moderate,low,moderate,True,236,278226.0,192966.0,85260.0,0.061222480667050605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312156.0,135720.0,176436.0,0.0,1934184.0,1322922.0,611436.0,86826.0,24360.0,62466.0,1844226.0,1297692.0,546534.0,0.28267657192075735,32464746.0,15672528.0,16806834.0,0.1435338023984948,17024160.0,7535766.0,9494136.0,14352564.0,5884854.0,8467710.0,1102638.0,993366.0,109272.0,0.44203021311305885,13694148.0,4739586.0,8961870.0,0.021398613374697402,5167974.0,3117384.0,2053026.0,2947038.0,1644822.0,1302216.0,1906344.0,1298910.0,607434.0,0.21518333254797342,68034.0,41586.0,26448.0,0.0063130639925224,882180.0,500946.0,381930.0,97788.0,61944.0,35844.0,775866.0,434304.0,341562.0,0.0,6396240.0,4339212.0,6396240.0,0.0,18036666.0,2077734.0,1771146.0,1122648.0,8451528.0,9585138.0,1902168.0,175566.0,4097874.0,2298366.0,821628.0,949518.0,3036822.0,1302390.0,593166.0,529482.0,74820.0,84216.0,11364462.0,12596904.0,2141940.0,2335950.0,31320.0,41934.0,1.373401534526854
POC_c-moderate_p-low_b-moderate,moderate,low,moderate,True,263,17226.0,14442.0,2784.0,0.0144066460684826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14064768.0,5669964.0,8399328.0,0.0133902017052096,6351870.0,2891010.0,3462600.0,3978510.0,1190508.0,2788002.0,2197968.0,1644996.0,552972.0,0.28279795309615224,18119838.0,8775864.0,9352500.0,0.0694842973070092,13054524.0,6265392.0,6795570.0,10154292.0,4362180.0,5792112.0,1781760.0,1418274.0,363486.0,0.5606860416530208,49166136.0,16389408.0,32803524.0,0.0948781611035496,13156314.0,7327836.0,5833872.0,9690756.0,5057658.0,4633098.0,2406246.0,1709028.0,697218.0,0.19708920458597,437262.0,220806.0,216456.0,0.014124189063948,1195728.0,647628.0,548448.0,390282.0,210366.0,179916.0,793092.0,429954.0,363138.0,0.0029286376274328,7353588.0,5009808.0,7353588.0,0.0,16777950.0,3138264.0,2079300.0,1324314.0,8107530.0,8670420.0,2694912.0,443352.0,4463970.0,2889618.0,856602.0,1222698.0,3366900.0,1642908.0,640146.0,684168.0,3599016.0,3887856.0,7249362.0,8441436.0,7780062.0,8345388.0,156078.0,212106.0,0.892558694787107
POC_c-moderate_p-low_b-moderate,moderate,low,moderate,True,343,279618.0,191748.0,87870.0,0.062159789976855805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14576850.0,5839614.0,8740890.0,0.014553673600484002,5154750.0,1856058.0,3299736.0,3692280.0,897144.0,2795136.0,1318920.0,922896.0,396024.0,0.253449443358633,19302864.0,9030948.0,10281660.0,0.08472247340074021,10917108.0,4365834.0,6554928.0,8947950.0,3214476.0,5733474.0,964830.0,783000.0,181830.0,0.46363916145759526,3480696.0,1071144.0,2412858.0,0.0032848414001458008,2256258.0,1392696.0,864258.0,764208.0,402462.0,361746.0,1407312.0,945690.0,461622.0,0.21894111377305783,601692.0,312330.0,289362.0,0.027668190725016202,1178502.0,664506.0,514518.0,470148.0,278400.0,191748.0,689562.0,374970.0,314592.0,0.005878510777269601,4531134.0,3095460.0,4531134.0,0.0,13516668.0,1557300.0,1455336.0,924984.0,5376948.0,8139720.0,1431846.0,125454.0,3072318.0,1458816.0,764730.0,690606.0,2298192.0,797268.0,555060.0,369924.0,3351588.0,3604236.0,6847770.0,7724904.0,540270.0,592644.0,184266.0,255954.0,0.7813765182186231
POC_c-moderate_p-low_b-none,moderate,low,none,True,75,976140.0,648672.0,327468.0,0.1130029680561482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6220152.0,2658720.0,3563868.0,0.006989753015694801,2358048.0,1081932.0,1276812.0,1449072.0,361398.0,1087674.0,849294.0,705744.0,143550.0,0.23333301554077776,6701784.0,3163320.0,3540900.0,0.029742886339678604,4024446.0,1861974.0,2164038.0,2945298.0,1085586.0,1859712.0,751680.0,658068.0,93612.0,0.4399275018304162,3973812.0,1282902.0,2693172.0,0.008421946083052,1640994.0,1103160.0,538878.0,666072.0,342954.0,323118.0,908802.0,722796.0,186006.0,0.16887936342673743,129282.0,68382.0,60900.0,0.004690953245939801,730626.0,395850.0,335124.0,150858.0,87696.0,63162.0,567588.0,301716.0,265872.0,0.0,1959762.0,1325358.0,1959762.0,0.0,5705808.0,1334754.0,876264.0,548796.0,2687082.0,3018726.0,1256106.0,78648.0,1267068.0,692694.0,441090.0,435174.0,941862.0,383496.0,310764.0,238032.0,1339800.0,1422276.0,2309328.0,2584596.0,516084.0,554016.0,76908.0,98136.0,1.494439615502607
POC_c-moderate_p-low_b-none,moderate,low,none,True,78,553146.0,381930.0,171216.0,0.08170386420423581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20693646.0,9556602.0,11145222.0,0.0222147604244802,9095502.0,4207320.0,4890618.0,6078516.0,2231550.0,3846966.0,2772342.0,1887378.0,884964.0,0.29377202355804943,31235436.0,15668700.0,15583962.0,0.11938240295478941,23171928.0,11350890.0,11830260.0,19086408.0,8887398.0,10199010.0,1983948.0,1489788.0,494160.0,0.6110604453832097,92683188.0,32919930.0,59814066.0,0.1734166737470466,25930524.0,14115576.0,11825910.0,20504160.0,10887354.0,9616806.0,3177588.0,2032842.0,1144746.0,0.221217455651896,58464.0,29754.0,28710.0,0.0044182621502208,967614.0,558366.0,409944.0,98832.0,60030.0,38802.0,862692.0,493986.0,368706.0,0.0,10987578.0,7078668.0,10987578.0,0.0,27394908.0,3393522.0,1694934.0,972312.0,13403916.0,13990992.0,2737716.0,655806.0,6722664.0,4264914.0,621528.0,1073406.0,4756116.0,2322552.0,417078.0,555234.0,5465340.0,5952366.0,13400088.0,15879240.0,17592966.0,18530652.0,19140.0,26622.0,1.69047619047619
POC_c-moderate_p-low_b-none,moderate,low,none,True,236,278226.0,192966.0,85260.0,0.061223724864184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681036.0,297714.0,383496.0,5.4086213424e-05,2196054.0,1418970.0,778128.0,191052.0,57594.0,133458.0,1997172.0,1358418.0,638754.0,0.27997367945359836,36853548.0,17815512.0,19054044.0,0.157627300774578,20002866.0,9061572.0,10949298.0,17001714.0,7249710.0,9752004.0,1130652.0,1006068.0,124584.0,0.4611642759270138,17078622.0,6262260.0,10825932.0,0.029480178365058,6287316.0,3748308.0,2542140.0,3799464.0,2130804.0,1668660.0,2085738.0,1392870.0,692868.0,0.22227348150862083,233856.0,137286.0,96570.0,0.0095507719319948,1041390.0,602736.0,439524.0,219588.0,138330.0,81258.0,811188.0,458142.0,353046.0,0.0016645326504480002,7535766.0,5103072.0,7535766.0,0.0,21058002.0,2108880.0,1710072.0,1065924.0,9981162.0,11076840.0,1909650.0,199230.0,4772298.0,2763468.0,786480.0,923592.0,3546642.0,1556430.0,562194.0,503730.0,169302.0,185658.0,13392432.0,14894226.0,2862300.0,3109380.0,104400.0,131022.0,0.9181547619047611
POC_c-moderate_p-low_b-none,moderate,low,none,True,263,17226.0,14442.0,2784.0,0.014406285959701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19976418.0,8266740.0,11716812.0,0.020186786452577602,8459184.0,3679752.0,4782912.0,5839440.0,1892772.0,3946668.0,2372838.0,1709202.0,663636.0,0.29229992184878484,22340730.0,10873086.0,11478780.0,0.0821828507136256,16475364.0,7896468.0,8586378.0,13191810.0,5833176.0,7358634.0,1826826.0,1416534.0,410292.0,0.5905372017712305,57533796.0,20065506.0,37499436.0,0.108550998382718,16153812.0,8910540.0,7250406.0,12181392.0,6413988.0,5767404.0,2615220.0,1771320.0,843900.0,0.21167665264085023,645714.0,324858.0,320856.0,0.0168921841210996,1428714.0,783870.0,645366.0,559758.0,297018.0,262740.0,851730.0,477282.0,374448.0,0.004448563484708,9032340.0,6220674.0,9032340.0,0.0,20989272.0,3143310.0,2058246.0,1320834.0,9975072.0,11014200.0,2647932.0,495378.0,5562954.0,3469386.0,882876.0,1175370.0,4221414.0,1999260.0,656676.0,664158.0,5329968.0,5722512.0,9386604.0,11008632.0,10122276.0,10770078.0,248124.0,331992.0,0.8668822419832921
POC_c-moderate_p-low_b-none,moderate,low,none,True,343,279618.0,191748.0,87870.0,0.06215898663931381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19513230.0,7898904.0,11620068.0,0.0201173952761668,6797484.0,2390760.0,4408464.0,5131608.0,1346064.0,3785544.0,1461426.0,988842.0,472584.0,0.263104689974469,22207620.0,10284096.0,11933964.0,0.09486292681102261,13118382.0,5226438.0,7895598.0,10880916.0,3965634.0,6915282.0,1020510.0,812754.0,207756.0,0.4901380861450712,4330512.0,1404354.0,2929290.0,0.0037805001856694004,2693346.0,1604454.0,1089588.0,1006242.0,532440.0,473802.0,1577832.0,1016334.0,561498.0,0.23188283810333324,762294.0,402288.0,360006.0,0.0301241018941868,1335624.0,759336.0,577158.0,598212.0,351828.0,246384.0,716532.0,394806.0,321726.0,0.0067929457870672,5545032.0,3818256.0,5545032.0,0.0,16316502.0,1611588.0,1524762.0,979098.0,6409986.0,9906516.0,1475172.0,136416.0,3788676.0,1756356.0,823020.0,701742.0,2844204.0,974052.0,594732.0,384366.0,4702524.0,5023032.0,8237334.0,9348498.0,732714.0,804576.0,264654.0,345390.0,0.784752339648482
