ng_inf,ct_inf,tv_inf,syph_inf,hiv_inf,ng_tx,ct_tx,pn_notified,pn_attending,lbw,sga,svn,births,syph_congenital,syph_congenital_deaths,sweep,scen,draw_idx
4771.219800000001,2744.7760000000003,18003.472200000004,0.0,121.60400000000003,3258.9872000000005,3258.9872000000005,1335.9068000000002,546.3494000000001,90.33440000000002,601.0712000000001,937.2194000000002,5773.5842,0.0,0.0,pn_coverage,med,414
4195.338000000001,2583.2164000000002,16549.4358,0.0,118.12960000000001,3693.2872,3693.2872,2563.2386,1513.9698,83.38560000000001,608.8886,928.5334000000001,5786.6132,0.0,0.0,pn_coverage,high,414
4771.219800000001,2744.7760000000003,18003.472200000004,0.0,121.60400000000003,3258.9872000000005,3258.9872000000005,1335.9068000000002,546.3494000000001,90.33440000000002,601.0712000000001,937.2194000000002,5773.5842,0.0,0.0,care_seeking,cs_x1,414
4445.4948,2485.0646000000006,17785.4536,0.0,106.83780000000002,3862.6642,3862.6642,1543.5022000000001,634.0780000000001,87.72860000000001,613.2316000000001,937.2194000000002,5784.876,0.0,0.0,care_seeking,cs_x1.25,414
4646.1414,2440.7659999999996,17435.4078,0.0,110.31220000000002,4061.5735999999997,4061.5735999999997,1599.9612000000002,649.7128000000001,82.51700000000001,609.7572000000001,937.2194000000002,5787.4818,0.0,0.0,care_seeking,cs_x1.5,414
4444.626200000001,2283.5494,17080.1504,0.0,123.34120000000001,4614.003199999999,4614.003199999999,1834.4832,774.7912000000001,79.91120000000001,613.2316000000001,926.7962000000001,5803.9852,0.0,0.0,care_seeking,cs_x2,414
4735.6072,2833.3732,19006.7052,0.0,115.5238,3058.3406,3058.3406,0.0,0.0,102.49480000000001,625.392,980.6494000000001,5771.847,0.0,0.0,dx_x_pn,soc_none,414
5124.74,2938.4737999999998,18846.8828,0.0,96.41460000000001,3221.6374000000005,3221.6374000000005,459.4894000000001,93.8088,109.4436,618.4432,974.5692000000001,5774.4528,0.0,0.0,dx_x_pn,soc_low,414
4771.219800000001,2744.7760000000003,18003.472200000004,0.0,121.60400000000003,3258.9872000000005,3258.9872000000005,1335.9068000000002,546.3494000000001,90.33440000000002,601.0712000000001,937.2194000000002,5773.5842,0.0,0.0,dx_x_pn,soc_med,414
4195.338000000001,2583.2164000000002,16549.4358,0.0,118.12960000000001,3693.2872,3693.2872,2563.2386,1513.9698,83.38560000000001,608.8886,928.5334000000001,5786.6132,0.0,0.0,dx_x_pn,soc_high,414
,,,,,,,,,,,,,,,dx_x_pn,poc_none,414
,,,,,,,,,,,,,,,dx_x_pn,poc_low,414
