draw_idx,hiv_prev_15_49_2010_2020,trep_f_2016,nontrep_f_2016,hiv_trep_ratio_2016,fsw_prev_2019,primary_share,secondary_share,early_lat_share,pf_2035_2040_ng,pf_2035_2040_ct,pf_2035_2040_tv,ni_2030_2040_ng,ni_2030_2040_ct,ni_2030_2040_tv,mae,n_fully_extinct,gof,retention_rank
15,0.23278723964048983,0.37406200151599284,0.24777188379421394,3.2397800443973472,0.7154120619511162,0.4589318049817376,0.35778833062424176,0.18327986439402064,0.11683045957789787,0.13691214943129812,0.04462873174634212,499352.45,122090.0,79702.15,5.4612462256770895,0,5.4612462256770895,308
16,0.1554793659912604,0.2845792976698647,0.1339054103586318,3.1056847420309692,0.6895421612569214,0.5151977351746007,0.3146116400182978,0.17019062480710162,0.1289470916772249,0.005714140170913458,0.2902031251491878,566544.0,6156.7,591080.9,3.897332657186644,0,3.897332657186644,213
17,0.1510472205657881,0.11499962476377343,0.05316859331469341,2.739025423847322,0.2898132983950213,0.18577222866159607,0.14497897463369522,0.06924879670470874,0.08907524964852079,0.20550136305933225,0.02749645000392979,393118.2,187535.75,47573.05,1.6678639490556872,0,1.6678639490556872,41
18,0.176639502989375,0.2385689621939072,0.1407871671316652,3.1725501279921695,0.522678602917097,0.46992202912557135,0.21652883821047025,0.1135491326639585,0.0038462699484436945,0.012343428526279612,0.3270517049293221,20974.25,10901.1,627694.85,3.0255982856821473,0,3.0255982856821473,136
19,0.13888376894327528,0.3302228967046338,0.1851523138655047,2.88364218537824,0.7345317970443666,0.6001339571730325,0.2652114684690668,0.13465457435790074,0.019787761616518924,0.08836731969557553,2.9934456992613126e-05,88038.2,73522.25,52.2,3.7403868023562814,1,103.74038680235628,436
20,0.11546369760681503,0.31886712817963214,0.18978354766640884,2.4142218316312647,0.535839243498818,0.500229338119724,0.33675206827255366,0.16301859360772236,0.027079162469858926,0.07684951267667381,0.05229800618841583,129412.5,66228.75,86134.35,3.7273904867918044,0,3.7273904867918044,199
21,0.19339227082114044,0.0,0.0,,0.0,0.0,0.0,0.0,0.029543287254826318,0.0,0.2579974438488321,125003.05,0.0,459335.35,0.875045319237324,2,200.87504531923733,492
22,0.08943566462518579,0.32702692439054704,0.2076886629235199,2.2552652451636144,0.6802661017246037,0.4688861872105686,0.35344319977270083,0.17767061301673062,0.033600014231456476,0.08235104257896031,0.0,152325.4,71342.9,0.0,4.101596498452314,1,104.10159649845231,448
23,0.14498649346133868,0.3485475558763547,0.22697275351856297,2.636057056521492,0.7630332681017612,0.47984743780327843,0.3428326531655843,0.17731990903113726,0.01994478642617415,0.2545042882181588,0.3326074571276793,104331.85,246420.25,741212.45,4.595920708462984,0,4.595920708462984,274
24,0.21484319575258085,0.21787718229616698,0.12318751393732037,4.408997502522173,0.4509404359427716,0.4775818139418753,0.2165883088192389,0.10582987723888579,0.044816383278959177,0.09072749247988363,0.1918060774334774,189085.8,77936.05,322951.25,2.5840700962901693,0,2.5840700962901693,101
25,0.12582117051911348,0.06384358689369435,0.040411286465805836,1.39506215196974,0.14936708860759493,0.10252726789039639,0.06640063846767758,0.031072093641926046,0.1093887659765187,0.12939876803579062,0.0,485193.2,119468.4,0.0,1.450726974251121,1,101.45072697425113,336
